nm_municipio_1mai_sa_x,cd_mun_7d,nm_uf_x,sg_uf,grupo_setor,quantidade_empresas,nm_uf_y,nm_municipio_1mai_sa_y,nm_microrregiao,nu_latitude,nu_longitude
Erechim,4307005.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,2,Rio Grande do Sul,Erechim,Erechim,-27.63340581,-52.2758769
Erechim,4307005.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,34,Rio Grande do Sul,Erechim,Erechim,-27.63340581,-52.2758769
Erechim,4307005.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Rio Grande do Sul,Erechim,Erechim,-27.63340581,-52.2758769
Erechim,4307005.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Rio Grande do Sul,Erechim,Erechim,-27.63340581,-52.2758769
Erechim,4307005.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,8,Rio Grande do Sul,Erechim,Erechim,-27.63340581,-52.2758769
Ermo,4205191.0,Santa Catarina,SC,Comércio varejista de materiais de construção,3,Santa Catarina,Ermo,Araranguá,-28.98508179,-49.64340498
Ermo,4205191.0,Santa Catarina,SC,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Santa Catarina,Ermo,Araranguá,-28.98508179,-49.64340498
Ernestina,4307054.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Ernestina,Passo Fundo,-28.49715469,-52.57217621
Erval Grande,4307203.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Erval Grande,Erechim,-27.39333667,-52.57011205
Erval Grande,4307203.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Erval Grande,Erechim,-27.39333667,-52.57011205
Erval Seco,4307302.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Erval Seco,Frederico Westphalen,-27.54941713,-53.50957308
Erval Velho,4205209.0,Santa Catarina,SC,Comércio varejista de materiais de construção,1,Santa Catarina,Erval Velho,Joaçaba,-27.27389548,-51.4434329
Ervalia,3124005.0,Minas Gerais,MG,Comércio varejista de materiais de construção,5,Minas Gerais,Ervalia,Viçosa,-20.83350656,-42.65936747
Ervalia,3124005.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,1,Minas Gerais,Ervalia,Viçosa,-20.83350656,-42.65936747
Escada,2605202.0,Pernambuco,PE,Comércio varejista de materiais de construção,7,Pernambuco,Escada,Mata Meridional Pernambucana,-8.36252199,-35.23615742
Esmeralda,4307401.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Esmeralda,Vacaria,-28.05727635,-51.18879366
Esmeraldas,3124104.0,Minas Gerais,MG,Comércio varejista de materiais de construção,10,Minas Gerais,Esmeraldas,Belo Horizonte,-19.75920074,-44.31480692
Esmeraldas,3124104.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,2,Minas Gerais,Esmeraldas,Belo Horizonte,-19.75920074,-44.31480692
Esmeraldas,3124104.0,Minas Gerais,MG,Fabricação de outros artigos de carpintaria para construção,1,Minas Gerais,Esmeraldas,Belo Horizonte,-19.75920074,-44.31480692
Espera Feliz,3124203.0,Minas Gerais,MG,Comércio varejista de materiais de construção,4,Minas Gerais,Espera Feliz,Muriaé,-20.64370781,-41.91393502
Esperanca,2506004.0,Paraíba,PB,Comércio varejista de materiais de construção,11,Paraíba,Esperanca,Esperança,-7.020685,-35.85859329
Esperanca,2506004.0,Paraíba,PB,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Paraíba,Esperanca,Esperança,-7.020685,-35.85859329
Esperanca,2506004.0,Paraíba,PB,Fabricação de móveis com predominância de madeira,1,Paraíba,Esperanca,Esperança,-7.020685,-35.85859329
Esperantina,1707405.0,Tocantins,TO,Comércio varejista de materiais de construção,1,Tocantins,Esperantina,Bico do Papagaio,-5.366608059,-48.5441476
Esperantina,2203701.0,Piauí,PI,Comércio varejista de materiais de construção,14,Piauí,Esperantina,Baixo Parnaíba Piauiense,-3.895604531,-42.23536453
Esperantinopolis,2104008.0,Maranhão,MA,Comércio varejista de materiais de construção,4,Maranhão,Esperantinopolis,Médio Mearim,-4.870300897,-44.8860687
Espigao Alto do Iguacu,4107546.0,Paraná,PR,Comércio varejista de materiais de construção,1,Paraná,Espigao Alto do Iguacu,Guarapuava,-25.42667006,-52.8382135
Espigao D'Oeste,1100098.0,Rondônia,RO,Comércio atacadista de materiais de construção,27,Rondônia,Espigao D'Oeste,Cacoal,-11.52855463,-61.02017311
Espigao D'Oeste,1100098.0,Rondônia,RO,Comércio varejista de materiais de construção,5,Rondônia,Espigao D'Oeste,Cacoal,-11.52855463,-61.02017311
Espigao D'Oeste,1100098.0,Rondônia,RO,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,7,Rondônia,Espigao D'Oeste,Cacoal,-11.52855463,-61.02017311
Espigao D'Oeste,1100098.0,Rondônia,RO,Fabricação de móveis com predominância de madeira,4,Rondônia,Espigao D'Oeste,Cacoal,-11.52855463,-61.02017311
Espinosa,3124302.0,Minas Gerais,MG,Comércio varejista de materiais de construção,13,Minas Gerais,Espinosa,Janaúba,-14.92527181,-42.81298184
Espirito Santo,2403509.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,1,Rio Grande do Norte,Espirito Santo,Litoral Sul,-6.335571703,-35.31709079
Espirito Santo do Dourado,3124401.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Espirito Santo do Dourado,Pouso Alegre,-22.04751364,-45.95401252
Espirito Santo do Pinhal,3515186.0,São Paulo,SP,Comércio atacadista de materiais de construção,1,São Paulo,Espirito Santo do Pinhal,São João da Boa Vista,-22.1970535,-46.74551429
Espirito Santo do Pinhal,3515186.0,São Paulo,SP,Comércio varejista de materiais de construção,7,São Paulo,Espirito Santo do Pinhal,São João da Boa Vista,-22.1970535,-46.74551429
Espirito Santo do Pinhal,3515186.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,3,São Paulo,Espirito Santo do Pinhal,São João da Boa Vista,-22.1970535,-46.74551429
Espirito Santo do Pinhal,3515186.0,São Paulo,SP,Fabricação de outros artigos de carpintaria para construção,2,São Paulo,Espirito Santo do Pinhal,São João da Boa Vista,-22.1970535,-46.74551429
Espirito Santo do Turvo,3515194.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Espirito Santo do Turvo,Ourinhos,-22.69497349,-49.42982529
Esplanada,2910602.0,Bahia,BA,Comércio varejista de materiais de construção,5,Bahia,Esplanada,Entre Rios,-11.7994095,-37.94498147
Esplanada,2910602.0,Bahia,BA,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Bahia,Esplanada,Entre Rios,-11.7994095,-37.94498147
Espumoso,4307500.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,5,Rio Grande do Sul,Espumoso,Cruz Alta,-28.73144514,-52.84192697
Espumoso,4307500.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,2,Rio Grande do Sul,Espumoso,Cruz Alta,-28.73144514,-52.84192697
Estacao,4307559.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Estacao,Erechim,-27.90900634,-52.2704858
Estacao,4307559.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Estacao,Erechim,-27.90900634,-52.2704858
Estancia,2802106.0,Sergipe,SE,Comércio atacadista de materiais de construção,1,Sergipe,Estancia,Estância,-11.26794865,-37.44001085
Estancia,2802106.0,Sergipe,SE,Comércio varejista de materiais de construção,6,Sergipe,Estancia,Estância,-11.26794865,-37.44001085
Estancia,2802106.0,Sergipe,SE,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,4,Sergipe,Estancia,Estância,-11.26794865,-37.44001085
Estancia Velha,4307609.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,1,Rio Grande do Sul,Estancia Velha,Porto Alegre,-29.65014797,-51.17429392
Estancia Velha,4307609.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,15,Rio Grande do Sul,Estancia Velha,Porto Alegre,-29.65014797,-51.17429392
Estancia Velha,4307609.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,7,Rio Grande do Sul,Estancia Velha,Porto Alegre,-29.65014797,-51.17429392
Esteio,4307708.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,1,Rio Grande do Sul,Esteio,Porto Alegre,-29.8521863,-51.14383734
Esteio,4307708.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,17,Rio Grande do Sul,Esteio,Porto Alegre,-29.8521863,-51.14383734
Esteio,4307708.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rio Grande do Sul,Esteio,Porto Alegre,-29.8521863,-51.14383734
Esteio,4307708.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Esteio,Porto Alegre,-29.8521863,-51.14383734
Estiva,3124500.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Estiva,Pouso Alegre,-22.46304506,-46.01635181
Estiva Gerbi,3557303.0,São Paulo,SP,Comércio atacadista de materiais de construção,2,São Paulo,Estiva Gerbi,Mogi Mirim,-22.27458891,-46.95360269
Estiva Gerbi,3557303.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Estiva Gerbi,Mogi Mirim,-22.27458891,-46.95360269
Estiva Gerbi,3557303.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,1,São Paulo,Estiva Gerbi,Mogi Mirim,-22.27458891,-46.95360269
Estreito,2104057.0,Maranhão,MA,Comércio varejista de materiais de construção,6,Maranhão,Estreito,Porto Franco,-6.56808498,-47.44788299
Estreito,2104057.0,Maranhão,MA,Fabricação de móveis com predominância de madeira,1,Maranhão,Estreito,Porto Franco,-6.56808498,-47.44788299
Estrela,4307807.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,9,Rio Grande do Sul,Estrela,Lajeado-Estrela,-29.50347188,-51.97026029
Estrela,4307807.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rio Grande do Sul,Estrela,Lajeado-Estrela,-29.50347188,-51.97026029
Estrela,4307807.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,10,Rio Grande do Sul,Estrela,Lajeado-Estrela,-29.50347188,-51.97026029
Estrela d'Oeste,3515202.0,São Paulo,SP,Comércio varejista de materiais de construção,2,São Paulo,Estrela d'Oeste,Fernandópolis,-20.2860822,-50.40546685
Estrela d'Oeste,3515202.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,2,São Paulo,Estrela d'Oeste,Fernandópolis,-20.2860822,-50.40546685
Estrela do Indaia,3124708.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Estrela do Indaia,Bom Despacho,-19.52023782,-45.79243256
Estrela do Norte,5207501.0,Goiás,GO,Comércio varejista de materiais de construção,1,Goiás,Estrela do Norte,Porangatu,-13.8670274,-49.07340108
Estrela do Sul,3124807.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Estrela do Sul,Patrocínio,-18.74129318,-47.6889748
Euclides da Cunha,2910701.0,Bahia,BA,Comércio varejista de materiais de construção,22,Bahia,Euclides da Cunha,Euclides da Cunha,-10.50581806,-39.01424873
Euclides da Cunha,2910701.0,Bahia,BA,Fabricação de móveis com predominância de madeira,1,Bahia,Euclides da Cunha,Euclides da Cunha,-10.50581806,-39.01424873
Euclides da Cunha Paulista,3515350.0,São Paulo,SP,Comércio varejista de materiais de construção,3,São Paulo,Euclides da Cunha Paulista,Presidente Prudente,-22.55499692,-52.59089838
Eugenio de Castro,4307831.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Eugenio de Castro,Santo Ângelo,-28.52505976,-54.14811262
Eugenopolis,3124906.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Eugenopolis,Muriaé,-21.09722253,-42.19227708
Eunapolis,2910727.0,Bahia,BA,Comércio atacadista de materiais de construção,1,Bahia,Eunapolis,Porto Seguro,-16.37516723,-39.58417194
Eunapolis,2910727.0,Bahia,BA,Comércio varejista de materiais de construção,27,Bahia,Eunapolis,Porto Seguro,-16.37516723,-39.58417194
Eunapolis,2910727.0,Bahia,BA,Fabricação de móveis com predominância de madeira,1,Bahia,Eunapolis,Porto Seguro,-16.37516723,-39.58417194
Eusebio,2304285.0,Ceará,CE,Comércio varejista de materiais de construção,16,Ceará,Eusebio,Fortaleza,-3.886972887,-38.44512184
Eusebio,2304285.0,Ceará,CE,Fabricação de móveis com predominância de madeira,4,Ceará,Eusebio,Fortaleza,-3.886972887,-38.44512184
Ewbank da Camara,3125002.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Ewbank da Camara,Juiz de Fora,-21.54163615,-43.5075914
Extrema,3125101.0,Minas Gerais,MG,Comércio varejista de materiais de construção,16,Minas Gerais,Extrema,Pouso Alegre,-22.85819007,-46.32216174
Extrema,3125101.0,Minas Gerais,MG,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Minas Gerais,Extrema,Pouso Alegre,-22.85819007,-46.32216174
Extrema,3125101.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,1,Minas Gerais,Extrema,Pouso Alegre,-22.85819007,-46.32216174
Extremoz,2403608.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,4,Rio Grande do Norte,Extremoz,Natal,-5.702709936,-35.31402543
Exu,2605301.0,Pernambuco,PE,Comércio varejista de materiais de construção,6,Pernambuco,Exu,Araripina,-7.516307,-39.72272834
Faria Lemos,3125309.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Faria Lemos,Muriaé,-20.80174494,-42.01384618
Faro,1503002.0,Pará,PA,Comércio varejista de materiais de construção,1,Pará,Faro,Óbidos,-2.172975242,-56.74575302
Farol,4107553.0,Paraná,PR,Comércio varejista de materiais de construção,1,Paraná,Farol,Campo Mourão,-24.09909462,-52.62621518
Farroupilha,4307906.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,15,Rio Grande do Sul,Farroupilha,Caxias do Sul,-29.22367919,-51.34834957
Farroupilha,4307906.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",3,Rio Grande do Sul,Farroupilha,Caxias do Sul,-29.22367919,-51.34834957
Farroupilha,4307906.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Rio Grande do Sul,Farroupilha,Caxias do Sul,-29.22367919,-51.34834957
Farroupilha,4307906.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,22,Rio Grande do Sul,Farroupilha,Caxias do Sul,-29.22367919,-51.34834957
Fartura,3515400.0,São Paulo,SP,Comércio varejista de materiais de construção,4,São Paulo,Fartura,Ourinhos,-23.38896091,-49.51205338
Fatima,1707553.0,Tocantins,TO,Comércio varejista de materiais de construção,1,Tocantins,Fatima,Rio Formoso,-10.75250873,-48.89898266
Fatima,2910750.0,Bahia,BA,Comércio varejista de materiais de construção,6,Bahia,Fatima,Ribeira do Pombal,-10.60017021,-38.20867478
Fatima do Sul,5003801.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,2,Mato Grosso do Sul,Fatima do Sul,Dourados,-22.37542321,-54.51637599
Faxinal,4107603.0,Paraná,PR,Comércio varejista de materiais de construção,6,Paraná,Faxinal,Faxinal,-24.00392707,-51.32010593
Faxinal do Soturno,4308003.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,3,Rio Grande do Sul,Faxinal do Soturno,Restinga Seca,-29.57432954,-53.43906482
Faxinal do Soturno,4308003.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Rio Grande do Sul,Faxinal do Soturno,Restinga Seca,-29.57432954,-53.43906482
Faxinal dos Guedes,4205308.0,Santa Catarina,SC,Comércio varejista de materiais de construção,4,Santa Catarina,Faxinal dos Guedes,Xanxerê,-26.85978672,-52.2714154
Fazenda Nova,5207600.0,Goiás,GO,Comércio varejista de materiais de construção,1,Goiás,Fazenda Nova,Iporá,-16.17751433,-50.7873644
Fazenda Rio Grande,4107652.0,Paraná,PR,Comércio atacadista de materiais de construção,5,Paraná,Fazenda Rio Grande,Curitiba,-25.64140022,-49.32329319
Fazenda Rio Grande,4107652.0,Paraná,PR,Comércio varejista de materiais de construção,25,Paraná,Fazenda Rio Grande,Curitiba,-25.64140022,-49.32329319
Fazenda Rio Grande,4107652.0,Paraná,PR,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Paraná,Fazenda Rio Grande,Curitiba,-25.64140022,-49.32329319
Fazenda Rio Grande,4107652.0,Paraná,PR,Fabricação de móveis com predominância de madeira,3,Paraná,Fazenda Rio Grande,Curitiba,-25.64140022,-49.32329319
Fazenda Rio Grande,4107652.0,Paraná,PR,Fabricação de outros artigos de carpintaria para construção,1,Paraná,Fazenda Rio Grande,Curitiba,-25.64140022,-49.32329319
Fazenda Vilanova,4308078.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Fazenda Vilanova,Lajeado-Estrela,-29.58857453,-51.82118304
Fazenda Vilanova,4308078.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,2,Rio Grande do Sul,Fazenda Vilanova,Lajeado-Estrela,-29.58857453,-51.82118304
Feijo,1200302.0,Acre,AC,Comércio varejista de materiais de construção,3,Acre,Feijo,Tarauacá,-8.16024753,-70.35398361
Feira Grande,2702603.0,Alagoas,AL,Comércio varejista de materiais de construção,1,Alagoas,Feira Grande,Arapiraca,-9.900437199,-36.6776855
Feira Nova,2605400.0,Pernambuco,PE,Comércio varejista de materiais de construção,3,Pernambuco,Feira Nova,Médio Capibaribe,-7.948727742,-35.39059799
Feira Nova,2802205.0,Sergipe,SE,Comércio atacadista de materiais de construção,1,Sergipe,Feira Nova,Sergipana do Sertão do São Francisco,-10.27053252,-37.31611772
Feira da Mata,2910776.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Feira da Mata,Bom Jesus da Lapa,-14.21056451,-44.28346394
Feira de Santana,2910800.0,Bahia,BA,Comércio varejista de materiais de construção,129,Bahia,Feira de Santana,Feira de Santana,-12.22928425,-38.9600331
Feira de Santana,2910800.0,Bahia,BA,"Fabricação de artefatos diversos de madeira, exceto móveis",7,Bahia,Feira de Santana,Feira de Santana,-12.22928425,-38.9600331
Feira de Santana,2910800.0,Bahia,BA,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,3,Bahia,Feira de Santana,Feira de Santana,-12.22928425,-38.9600331
Feira de Santana,2910800.0,Bahia,BA,Fabricação de móveis com predominância de madeira,12,Bahia,Feira de Santana,Feira de Santana,-12.22928425,-38.9600331
Feira de Santana,2910800.0,Bahia,BA,Fabricação de outros artigos de carpintaria para construção,1,Bahia,Feira de Santana,Feira de Santana,-12.22928425,-38.9600331
Felicio dos Santos,3125408.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Felicio dos Santos,Diamantina,-18.07756312,-43.24517093
